ozmovies,wikidata,description
http://www.ozmovies.com.au/movie/marco-polo-jnr.-versus-the-red-dragon,Q6757681,"Marco Polo Junior Versus the Red Dragon (Eric Porter, 1972)"
http://www.ozmovies.com.au/movie/marsupials-the-howling-iii,Q1093373,"Howling III (Philippe Mora, 1987)"
http://www.ozmovies.com.au/movie/mary,,
http://www.ozmovies.com.au/movie/maslin-beach,Q110798364,"Maslin Beach (Wayne Groom, 1996)"
http://www.ozmovies.com.au/movie/matchless,Q117457074,Matchless
http://www.ozmovies.com.au/movie/mate,,
http://www.ozmovies.com.au/movie/me-myself-i,Q3429348,"Me Myself I (Pip Karmel, 2000)"
http://www.ozmovies.com.au/movie/melvin-son-of-alvin,Q6813921,"Melvin, Son of Alvin (John Eastway, 1984)"
http://www.ozmovies.com.au/movie/men-of-timor,Q6816295,"Men of Timor (Damien Parer, 1942)"
http://www.ozmovies.com.au/movie/metal-skin,Q6822696,"Metal Skin (Geoffrey Wright, 1994)"
http://www.ozmovies.com.au/movie/midnite-spares,Q6842889,"Midnite Spares (Quentin Masters, 1983)"
http://www.ozmovies.com.au/movie/mike-and-stefani,Q6849376,"Mike and Stefani (R. Maslyn Williams, 1952)"
http://www.ozmovies.com.au/movie/minnamurra,Q6867932,"Minnamurra (Ian Barry, 1989)"
http://www.ozmovies.com.au/movie/missing,Q7751722,The Missing (1999)
http://www.ozmovies.com.au/movie/moeru-tairiku,Q16963252,"Moeru Tairiku (Shōgorō Nishimura, 1968)"
http://www.ozmovies.com.au/movie/molly,Q6896507,"Molly (Ned Lander, 1983)"
http://www.ozmovies.com.au/movie/molly--mobarak,Q6896502,"Molly & Mobarak (Tom Zubrycki, 2003)"
http://www.ozmovies.com.au/movie/molokai-the-story-of-father-damien,Q2247108,"Molokai: The Story of Father Damien (Paul Cox, 1999)"
http://www.ozmovies.com.au/movie/momman-little-jungle-boy,,
http://www.ozmovies.com.au/movie/money-movers,Q6899176,"Money Movers (Bruce Beresford, 1978)"
http://www.ozmovies.com.au/movie/monkey-grip,Q6900738,"Monkey Grip (Ken Cameron, 1982)"
http://www.ozmovies.com.au/movie/monkeys-mask,Q1712162,"The Monkey's Mask (Samantha Lang, 2000)"
http://www.ozmovies.com.au/movie/more-things-change-...,Q7752241,"The More Things Change... (Robyn Nevin, 1986)"
http://www.ozmovies.com.au/movie/moresby-under-the-blitz,Q19840447,"Moresby Under the Blitz (Ken G. Hall, 1942)"
http://www.ozmovies.com.au/movie/morris-wests-the-naked-country,Q15039744,"The Naked Country (Tim Burstall, 1985)"
http://www.ozmovies.com.au/movie/moulin-rouge!,Q193573,"Moulin Rouge! (Baz Luhrmann, 2001)"
http://www.ozmovies.com.au/movie/mouth-to-mouth,Q6926348,"Mouth to Mouth (John Duigan, 1978)"
http://www.ozmovies.com.au/movie/moving-on,Q6927077,"Moving On (Richard Mason, 1974)"
http://www.ozmovies.com.au/movie/moving-out,Q6927079,"Moving Out (Michael Pattinson, 1983)"
http://www.ozmovies.com.au/movie/mr-ikegamis-flight,Q123305115,"Mr Ikegami's Flight (Robert Connolly, 1995)"
http://www.ozmovies.com.au/movie/mr-reliable,Q6929129,"Mr. Reliable (Nadia Tass, 1996)"
http://www.ozmovies.com.au/movie/mr.-accident,Q12126301,"Mr. Accident (Yahoo Serious, 2000)"
http://www.ozmovies.com.au/movie/mr.-chedworth-steps-out,Q6928519,"Mr. Chedworth Steps Out (Ken G. Hall, 1939)"
http://www.ozmovies.com.au/movie/much-ado-about-something,Q9372726,"Much Ado About Something (Michael Rubbo, 2001)"
http://www.ozmovies.com.au/movie/mullaway,Q6934049,"Mull (Don McLennan, 1989)"
http://www.ozmovies.com.au/movie/mullet,Q6934200,"Mullet (David Caesar, 2001)"
http://www.ozmovies.com.au/movie/muriels-wedding,Q1348275,"Muriel's Wedding (P. J. Hogan, 1994)"
http://www.ozmovies.com.au/movie/mushrooms,Q121788928,Mushrooms
http://www.ozmovies.com.au/movie/my-brilliant-career,Q930294,"My Brilliant Career (Gillian Armstrong, 1979)"
http://www.ozmovies.com.au/movie/my-brother-tom,Q15039488,My Brother Tom (Pino Amenta)
http://www.ozmovies.com.au/movie/my-first-wife,Q12126390,"My First Wife (Paul Cox, 1984)"
http://www.ozmovies.com.au/movie/my-mother-frank,Q6946075,"My Mother Frank (Mark Lamprell, 2000)"
http://www.ozmovies.com.au/movie/my-survival-as-an-aboriginal,Q19875981,"My Survival as an Aboriginal (Essie Coffey, 1979)"
http://www.ozmovies.com.au/movie/mystery-at-castle-house,Q7752875,"The Mystery at Castle House (Peter Maxwell, 1982)"
http://www.ozmovies.com.au/movie/mystery-island,Q6948844,"Mystery Island (J.A. Lipman, 1937)"
http://www.ozmovies.com.au/movie/mystery-island-(1980),,
http://www.ozmovies.com.au/movie/naked-bunyip,Q7753012,"The Naked Bunyip (John B. Murray, 1970)"
http://www.ozmovies.com.au/movie/napoleon,Q3018979,"Napoleon (Mario Andreacchio, 1995)"
http://www.ozmovies.com.au/movie/narcissus-factor,,
http://www.ozmovies.com.au/movie/nation-is-built,Q19876044,"A Nation Is Built (Frank Hurley, 1938)"
http://www.ozmovies.com.au/movie/navigator,Q928963,"The Navigator: A Medieval Odyssey (Vincent Ward, 1988)"
http://www.ozmovies.com.au/movie/ned-kelly,Q3112204,"Ned Kelly (Tony Richardson, 1970)"
http://www.ozmovies.com.au/movie/never-tell-me-never,,
http://www.ozmovies.com.au/movie/newman-shame,Q7753884,"The Newman Shame (Julian Pringle, 1977)"
http://www.ozmovies.com.au/movie/newsfront,Q7019633,"Newsfront (Phillip Noyce, 1978)"
http://www.ozmovies.com.au/movie/next-of-kin,Q7021192,"Next of Kin (Tony Williams, 1982)"
http://www.ozmovies.com.au/movie/nickel-queen,Q7028273,"Nickel Queen (John McCallum, 1971)"
http://www.ozmovies.com.au/movie/night-cries,,
http://www.ozmovies.com.au/movie/night-nurse,Q15039560,"The Night Nurse (Igor Auzins, 1977)"
http://www.ozmovies.com.au/movie/night-of-fear,Q7033649,"Night of Fear (Terry Bourke, 1972)"
http://www.ozmovies.com.au/movie/night-the-prowler,Q2415762,"The Night the Prowler (Jim Sharman, 1978)"
http://www.ozmovies.com.au/movie/night-we-called-it-a-day,Q4327809,"The Night We Called It a Day (Paul Goldman, 2003)"
http://www.ozmovies.com.au/movie/nightmares,Q7033968,"Nightmares (John D. Lamond, 1980)"
http://www.ozmovies.com.au/movie/ningla-a-na,,
http://www.ozmovies.com.au/movie/nirvana-street-murder,Q7040133,"Nirvana Street Murder (Aleksi Vellis, 1990)"
http://www.ozmovies.com.au/movie/no-escape,Q1421228,"No Escape (Martin Campbell, 1994)"
http://www.ozmovies.com.au/movie/no-problems,Q123289129,No Problems (1989)
http://www.ozmovies.com.au/movie/no-worries,Q7045189,"No Worries (David Elfick, 1994)"
http://www.ozmovies.com.au/movie/norman-loves-rose,Q7052513,"Norman Loves Rose (Henri Safran, 1982)"
http://www.ozmovies.com.au/movie/nostradamus-kid,Q7754411,"The Nostradamus Kid (Bob Ellis, 1992)"
http://www.ozmovies.com.au/movie/not-fourteen-again,Q120700484,Not fourteen again (Gillian Armstrong)
http://www.ozmovies.com.au/movie/nothing-like-experience,Q7062802,"Nothing Like Experience (Peter Carmody, 1970)"
http://www.ozmovies.com.au/movie/now-and-forever,Q7065897,"Now and Forever (Adrian Carr, 1983)"
http://www.ozmovies.com.au/movie/nugget,Q3489980,"The Nugget (Bill Bennett, 2002)"
http://www.ozmovies.com.au/movie/number-96,Q104875997,Number 96 (1974)
http://www.ozmovies.com.au/movie/nun-and-the-bandit,Q7754500,"The Nun and the Bandit (Paul Cox, 1992)"
http://www.ozmovies.com.au/movie/occasional-coarse-language,Q12126682,Occasional Coarse Language (1998)
http://www.ozmovies.com.au/movie/odd-angry-shot,Q7754685,"The Odd Angry Shot (Tom Jeffrey, 1979)"
http://www.ozmovies.com.au/movie/office-picnic,Q7754723,"The Office Picnic (Tom Cowan, 1972)"
http://www.ozmovies.com.au/movie/old-man-who-read-love-stories,Q7754873,"The Old Man Who Read Love Stories (Rolf de Heer, 2001)"
http://www.ozmovies.com.au/movie/on-my-own,Q7091069,"On My Own (Antonio Tibaldi, 1991)"
http://www.ozmovies.com.au/movie/on-our-selection,Q7091101,"On Our Selection (Ken G. Hall, 1932)"
http://www.ozmovies.com.au/movie/on-the-beach,Q1469774,"On the Beach (Stanley Kramer, 1959)"
http://www.ozmovies.com.au/movie/one-night-stand,Q369435,"One Night Stand (John Duigan, 1984)"
http://www.ozmovies.com.au/movie/one-night-the-moon,Q7093078,"One Night the Moon (Rachel Perkins, 2001)"
http://www.ozmovies.com.au/movie/only-the-brave,Q7094331,"Only the Brave (Ana Kokkinos, 1994)"
http://www.ozmovies.com.au/movie/oondamooroo-a-profile-of-ernie-dingo,Q123288797,Oondamooroo: A Profile of Ernie Dingo (1992)
http://www.ozmovies.com.au/movie/orphan-of-the-wilderness,Q7103933,"Orphan of the Wilderness (Ken G. Hall, 1936)"
http://www.ozmovies.com.au/movie/oscar-and-lucinda,Q2033052,"Oscar and Lucinda (Gillian Armstrong, 1997)"
http://www.ozmovies.com.au/movie/out-of-it,Q117456999,Out Of It (Ken Cameron)
http://www.ozmovies.com.au/movie/out-of-the-body,Q7111720,"Out of the Body (Brian Trenchard-Smith, 1988)"
http://www.ozmovies.com.au/movie/over-the-hill,Q3358884,"Over the Hill (George T. Miller, 1992)"
http://www.ozmovies.com.au/movie/overlanders,Q7755740,"The Overlanders (Harry Watt, 1946)"
http://www.ozmovies.com.au/movie/oz,Q7116409,"Oz (Chris Löfvén, 1976)"
http://www.ozmovies.com.au/movie/pacific-banana,Q7122301,"Pacific Banana (John D. Lamond, 1981)"
http://www.ozmovies.com.au/movie/pack-of-women,Q15039499,"The Pack of Women (Ted Robinson, 1986)"
http://www.ozmovies.com.au/movie/palm-beach,Q7127973,"Palm Beach (Albie Thoms, 1980)"
http://www.ozmovies.com.au/movie/paperback-hero,Q2456097,"Paperback Hero (Antony J. Bowman, 1999)"
http://www.ozmovies.com.au/movie/paradise-road,Q1970669,"Paradise Road (Bruce Beresford, 1997)"
http://www.ozmovies.com.au/movie/passion,Q7142697,"Passion (Peter Duncan, 1999)"
http://www.ozmovies.com.au/movie/passionless-moments,Q7142780,"Passionless Moments (Gerard Lee/Jane Campion, 1983)"
http://www.ozmovies.com.au/movie/patrick,,
http://www.ozmovies.com.au/movie/paws,Q3050175,"Paws (Karl Zwicky, 1997)"
http://www.ozmovies.com.au/movie/pearlers,Q7756447,"The Pearlers (Lee Robinson, 1949)"
http://www.ozmovies.com.au/movie/peel,Q7160200,"Peel (Jane Campion, 1982)"
http://www.ozmovies.com.au/movie/personal-history-of-the-australian-surf,Q16824211,"A Personal History of the Australian Surf (Michael Blakemore, 1981)"
http://www.ozmovies.com.au/movie/peter--pompey,Q33060548,"Peter and Pompey (Michael Carson, 1988)"
http://www.ozmovies.com.au/movie/peter-kennas-the-umbrella-woman,,
http://www.ozmovies.com.au/movie/petersen,Q7178200,"Petersen (Tim Burstall, 1974)"
http://www.ozmovies.com.au/movie/phantom,Q1170071,"The Phantom (Simon Wincer, 1996)"
http://www.ozmovies.com.au/movie/phantom-gold,Q7180562,"Phantom Gold (Rupert Kathner, 1937)"
http://www.ozmovies.com.au/movie/phantom-stockman,Q7756849,"The Phantom Stockman (Lee Robinson, 1953)"
http://www.ozmovies.com.au/movie/phar-lap,Q4481165,"Phar Lap (Simon Wincer, 1983)"
http://www.ozmovies.com.au/movie/phobia,Q12126904,"Phobia (John Dingwall, 1988)"
http://www.ozmovies.com.au/movie/piano,Q117315,"The Piano (Jane Campion, 1993)"
http://www.ozmovies.com.au/movie/picnic-at-hanging-rock,Q1421747,"Picnic at Hanging Rock (Peter Weir, 1975)"
http://www.ozmovies.com.au/movie/picture-show-man,Q7757054,"The Picture Show Man (John Power, 1977)"
http://www.ozmovies.com.au/movie/pirate-movie,Q731335,"The Pirate Movie (Ken Annakin, 1982)"
http://www.ozmovies.com.au/movie/place-at-the-coast,Q7757326,"The Place at the Coast (George Ogilvie, 1987)"
http://www.ozmovies.com.au/movie/plains-of-heaven,Q7757356,"The Plains of Heaven (Ian Pringle, 1982)"
http://www.ozmovies.com.au/movie/platypus-cove,Q15039784,"Platypus Cove (Peter Maxwell, 1983)"
http://www.ozmovies.com.au/movie/playing-beatie-bow,Q7203385,"Playing Beatie Bow (Donald Crombie, 1986)"
http://www.ozmovies.com.au/movie/plugg,Q7205267,"Plugg (Terry Bourke, 1975)"
http://www.ozmovies.com.au/movie/plumber,Q3331431,"The Plumber (Peter Weir, 1979)"
http://www.ozmovies.com.au/movie/police-rescue,Q49907029,"Police Rescue (Michael Carson, 1994)"
http://www.ozmovies.com.au/movie/portrait-of-wendys-father,,
http://www.ozmovies.com.au/movie/power-and-the-glory,Q7757927,"The Power and the Glory (Noel Monkman, 1941)"
http://www.ozmovies.com.au/movie/praise,Q12126942,"Praise (John Curran, 1998)"
http://www.ozmovies.com.au/movie/pram-factory,,
http://www.ozmovies.com.au/movie/princess-kate,Q33060563,"Princess Kate (George Ogilvie, 1988)"
http://www.ozmovies.com.au/movie/prisoner-of-st.-petersburg,Q7758391,"The Prisoner of St. Petersburg (Ian Pringle, 1989)"
http://www.ozmovies.com.au/movie/prisoners-of-propaganda,Q123287492,"Prisoners of Propaganda (Graham Shirley, 1987)"
http://www.ozmovies.com.au/movie/private-collection,Q7246061,"Private Collection (Keith Salvat, 1972)"
http://www.ozmovies.com.au/movie/promised-woman,Q7249802,"Promised Woman (Tom Cowan, 1975)"
http://www.ozmovies.com.au/movie/proof,Q3407500,"Proof (Jocelyn Moorhouse, 1991)"
http://www.ozmovies.com.au/movie/protected,Q7251254,"Protected (Alessandro Cavadini, 1975)"
http://www.ozmovies.com.au/movie/puberty-blues,Q3283835,"Puberty Blues (Bruce Beresford, 1981)"
http://www.ozmovies.com.au/movie/punisher,Q1153794,"The Punisher (Mark Goldblatt, 1989)"
http://www.ozmovies.com.au/movie/pure-s,Q7261128,"Pure Shit (Bert Deling, 1975)"
http://www.ozmovies.com.au/movie/pursuit-of-happiness,Q7758824,"The Pursuit of Happiness (Martha Ansara, 1988)"
http://www.ozmovies.com.au/movie/queen-in-australia,Q7759002,"The Queen in Australia (Stanley Hawes, 1954)"
http://www.ozmovies.com.au/movie/queensland,,
http://www.ozmovies.com.au/movie/quiet-room,Q3425650,"The Quiet Room (Rolf de Heer, 1996)"
http://www.ozmovies.com.au/movie/quigley-down-under,Q1544448,"Quigley Down Under (Simon Wincer, 1990)"
http://www.ozmovies.com.au/movie/r.a.a.f.-eagles-over-new-guinea,Q19840616,"R.A.A.F. Eagles Over New Guinea (Ken G. Hall, 1943)"
http://www.ozmovies.com.au/movie/rabbit-proof-fence,Q1142799,"Rabbit-Proof Fence (Phillip Noyce, 2002)"
http://www.ozmovies.com.au/movie/race-for-the-yankee-zephyr,Q2644733,"Race for the Yankee Zephyr (David Hemmings, 1981)"
http://www.ozmovies.com.au/movie/race-the-sun,Q746538,"Race the Sun (Charles T. Kanganis, 1996)"
http://www.ozmovies.com.au/movie/radiance,Q7280293,"Radiance (Rachel Perkins, 1998)"
http://www.ozmovies.com.au/movie/rangle-river,Q7292876,"Rangle River (Clarence G. Badger, 1936)"
http://www.ozmovies.com.au/movie/rats-in-the-ranks,Q7295920,"Rats in the Ranks (Bob Connolly/Robin Anderson, 1996)"
http://www.ozmovies.com.au/movie/rats-of-tobruk,Q3522429,"The Rats of Tobruk (Charles Chauvel, 1944)"
http://www.ozmovies.com.au/movie/raw-deal,Q7296856,"Raw Deal (Russell Hagg, 1977)"
http://www.ozmovies.com.au/movie/raw-nerve,Q7296879,"Raw Nerve (Tony Wellington, 1990)"
http://www.ozmovies.com.au/movie/razorback,Q3421387,"Razorback (Russell Mulcahy, 1984)"
http://www.ozmovies.com.au/movie/real-macaw,Q7759609,"The Real Macaw (Mario Andreacchio, 1998)"
http://www.ozmovies.com.au/movie/rebel,Q7302016,"Rebel (Michael Jenkins, 1985)"
http://www.ozmovies.com.au/movie/reckless-kelly,Q3421998,"Reckless Kelly (Yahoo Serious, 1993)"
http://www.ozmovies.com.au/movie/redball,Q7305447,"Redball (Jon Hewitt, 1994)"
http://www.ozmovies.com.au/movie/redheads,Q7305893,"Redheads (Danny Vendramini, 1992)"
http://www.ozmovies.com.au/movie/reef,,
http://www.ozmovies.com.au/movie/refracting-glasses,Q124536131,The Refracting Glasses (1992)
http://www.ozmovies.com.au/movie/removalists,Q7760180,"The Removalists (Tom Jeffrey, 1975)"
http://www.ozmovies.com.au/movie/resistance,Q10359846,"Resistance (Hugh Keays-Byrne, 1992)"
http://www.ozmovies.com.au/movie/resting-place,,
http://www.ozmovies.com.au/movie/restless-and-the-damned,Q3201772,"The Restless and the Damned (Yves Allégret, 1959)"
http://www.ozmovies.com.au/movie/return-home,Q7317149,"Return Home (Ray Argall, 1990)"
http://www.ozmovies.com.au/movie/return-of-captain-invincible,Q7760394,"The Return of Captain Invincible (Philippe Mora, 1983)"
http://www.ozmovies.com.au/movie/riddle-of-the-stinson,Q7760685,"The Riddle of the Stinson (Chris Noonan, 1988)"
http://www.ozmovies.com.au/movie/ride-a-wild-pony,Q7332514,"Ride a Wild Pony (Don Chaffey, 1975)"
http://www.ozmovies.com.au/movie/right-hand-man,Q56216461,"The Right-Hand Man (Di Drew, 1987)"
http://www.ozmovies.com.au/movie/rikky-and-pete,Q7334087,"Rikky and Pete (Nadia Tass, 1988)"
http://www.ozmovies.com.au/movie/rise-and-fall-of-squizzy-taylor,Q17042080,"The Rise and Fall of Squizzy Taylor (Nigel Buesst, 1969)"
http://www.ozmovies.com.au/movie/risk,,
http://www.ozmovies.com.au/movie/river-street,Q7337831,"River Street (Tony Mahood, 1996)"
http://www.ozmovies.com.au/movie/road-to-kokoda,Q19840916,The Road to Kokoda (1943)
http://www.ozmovies.com.au/movie/road-to-nhill,Q7339544,"Road to Nhill (Sue Brooks, 1997)"
http://www.ozmovies.com.au/movie/roadgames,Q3045502,"Roadgames (Richard Franklin, 1981)"
http://www.ozmovies.com.au/movie/robbery,Q15039512,"Robbery (Michael Thornhill, 1985)"
http://www.ozmovies.com.au/movie/robbery-under-arms,Q7340832,"Robbery Under Arms (Jack Lee, 1957)"
http://www.ozmovies.com.au/movie/robbery-under-arms-(1985),Q7340833,"Robbery Under Arms (Donald Crombie/Ken Hannam, 1985)"
http://www.ozmovies.com.au/movie/robbery-under-arms-(1985-mini-series),,
http://www.ozmovies.com.au/movie/roly-poly-man,Q7761389,"The Roly Poly Man (Bill Young, 1994)"
http://www.ozmovies.com.au/movie/romper-stomper,Q909098,"Romper Stomper (Geoffrey Wright, 1992)"
http://www.ozmovies.com.au/movie/rough-diamonds,Q7370819,"Rough Diamonds (Donald Crombie, 1994)"
http://www.ozmovies.com.au/movie/run-chrissie-run!,Q7379502,"Run Chrissie Run! (Chris Langman, 1986)"
http://www.ozmovies.com.au/movie/run-rebecca-run!,Q7379519,"Run Rebecca, Run (Peter Maxwell, 1982)"
http://www.ozmovies.com.au/movie/running-from-the-guns,Q7380023,"Running from the Guns (John Dixon, 1987)"
http://www.ozmovies.com.au/movie/running-on-empty,Q7380038,"Running on Empty (John Clark, 1982)"
http://www.ozmovies.com.au/movie/russian-doll,Q7382032,"Russian Doll (Stavros Kazantzidis, 2001)"
http://www.ozmovies.com.au/movie/rust-bucket,Q123288273,"Rust Bucket (Robert Connolly, 1997)"
http://www.ozmovies.com.au/movie/sabrina-down-under,Q1784504,"Sabrina, Down Under (Kenneth R. Koch, 1999)"
http://www.ozmovies.com.au/movie/sacred-sex,,
http://www.ozmovies.com.au/movie/sally-marshall-is-not-an-alien,Q7405219,"Sally Marshall Is Not an Alien (Mario Andreacchio, 1999)"
http://www.ozmovies.com.au/movie/salt-saliva-sperm-sweat,Q123289391,"Salt, Saliva, Sperm and Sweat (1987)"
http://www.ozmovies.com.au/movie/salute-of-the-jugger,,
http://www.ozmovies.com.au/movie/samba-to-slow-fox,Q123372179,Samba To Slow Fox (1986)
http://www.ozmovies.com.au/movie/sample-people,Q2586958,"Sample People (Clinton Smith, 2000)"
http://www.ozmovies.com.au/movie/santas-apprentice,Q2382312,"Santa's Apprentice (Luc Vinciguerra, 2010)"
http://www.ozmovies.com.au/movie/sarah,Q7422032,"Sarah (Yoram Gross, 1982)"
http://www.ozmovies.com.au/movie/save-the-lady,Q7428108,"Save the Lady (Leon Thau, 1982)"
http://www.ozmovies.com.au/movie/say-a-little-prayer,Q7429060,"Say a Little Prayer (Richard Lowenstein, 1993)"
http://www.ozmovies.com.au/movie/scobie-malone,Q7434226,"Scobie Malone (Terry Ohlsson, 1975)"
http://www.ozmovies.com.au/movie/sebastian-and-the-sparrow,Q7442560,"Sebastian and the Sparrow (Scott Hicks, 1988)"
http://www.ozmovies.com.au/movie/secret-of-the-skies,Q15039747,"Secret of the Skies (A.R. Harwood, 1934)"
http://www.ozmovies.com.au/movie/secrets,,
http://www.ozmovies.com.au/movie/secrets-of-sacred-sex,,
http://www.ozmovies.com.au/movie/sensitive-new-age-killer,Q7451053,"Sensitive New-Age Killer (Mark Savage, 2001)"
http://www.ozmovies.com.au/movie/sentimental-bloke,Q7763311,"The Sentimental Bloke (Francis William Thring, 1932)"
http://www.ozmovies.com.au/movie/serenades,Q127599775,Serenades (2001)
http://www.ozmovies.com.au/movie/set,Q7763401,"The Set (Frank Brittain, 1970)"
http://www.ozmovies.com.au/movie/settlement,Q7763409,"The Settlement (Howard Rubie, 1984)"
http://www.ozmovies.com.au/movie/seven-little-australians,Q7457324,"Seven Little Australians (Arthur Greville Collins, 1939)"
http://www.ozmovies.com.au/movie/seventh-floor,Q4413002,"The Seventh Floor (Ian Barry, 1994)"
http://www.ozmovies.com.au/movie/sex-is-a-four-letter-word,Q7458395,"Sex Is a Four Letter Word (Murray Fahey, 1995)"
http://www.ozmovies.com.au/movie/sex-rules,Q123288172,"Sex Rules (Pip Karmel, 1988)"
http://www.ozmovies.com.au/movie/shadow-of-the-boomerang,Q7460671,"Shadow of the Boomerang (Dick Ross, 1960)"
http://www.ozmovies.com.au/movie/shadows-of-the-peacock,Q5332796,"Echoes of Paradise (Phillip Noyce, 1987)"
http://www.ozmovies.com.au/movie/shame,Q3481306,"Shame (Steve Jodrell, 1987)"
http://www.ozmovies.com.au/movie/sharkcallers-of-kontu,Q123288560,The Sharkcallers of Kontu (1982)
http://www.ozmovies.com.au/movie/sharks-paradise,Q15039525,"Shark's Paradise (Michael Jenkins, 1986)"
http://www.ozmovies.com.au/movie/sher-mountain-killings-mystery,Q7494630,"Sher Mountain Killings Mystery (Vince Martin, 1990)"
http://www.ozmovies.com.au/movie/shine,Q826494,"Shine (Scott Hicks, 1996)"
http://www.ozmovies.com.au/movie/shiralee,Q7763858,"The Shiralee (Leslie Norman, 1957)"
http://www.ozmovies.com.au/movie/shirley-thompson-versus-the-aliens,Q7498866,"Shirley Thompson vs. the Aliens (Jim Sharman, 1972)"
http://www.ozmovies.com.au/movie/shooting-the-breeze,,
http://www.ozmovies.com.au/movie/short-changed,Q15039791,"Short Changed (George Ogilvie, 1986)"
http://www.ozmovies.com.au/movie/shotgun-wedding,Q7502504,"Shotgun Wedding (Paul Harmon, 1993)"
http://www.ozmovies.com.au/movie/show-business,Q7502936,"Show Business (A.R. Harwood, 1938)"
http://www.ozmovies.com.au/movie/showgirls-luck,Q7503239,"Showgirl's Luck (Norman Dawn, 1931)"
http://www.ozmovies.com.au/movie/shrimp-on-the-barbie,Q4239977,"The Shrimp on the Barbie (Michael Gottlieb, 1990)"
http://www.ozmovies.com.au/movie/siam-sunset,Q2943754,"Siam Sunset (John Polson, 1999)"
http://www.ozmovies.com.au/movie/sidecar-racers,Q7508363,"Sidecar Racers (Earl Bellamy, 1975)"
http://www.ozmovies.com.au/movie/siege-of-pinchgut,Q3205730,"The Siege of Pinchgut (Harry Watt, 1959)"
http://www.ozmovies.com.au/movie/signal-one,,
http://www.ozmovies.com.au/movie/silence-of-dean-maitland,Q7764196,"The Silence of Dean Maitland (Ken G. Hall, 1933)"
http://www.ozmovies.com.au/movie/silent-partner,Q7514631,"Silent Partner (Alkinos Tsilimidos, 2001)"
http://www.ozmovies.com.au/movie/silver-brumby,Q7764269,"The Silver Brumby (John Tatoulis, 1992)"
http://www.ozmovies.com.au/movie/silver-city,Q7515902,"Silver City (Sophia Turkiewicz, 1984)"
http://www.ozmovies.com.au/movie/singapore-sling,Q15039529," (Robert Marchand, 1993)"
http://www.ozmovies.com.au/movie/singer-and-the-dancer,Q7764395,"The Singer and the Dancer (Gillian Armstrong, 1977)"
http://www.ozmovies.com.au/movie/sirens,Q1542458,"Sirens (John Duigan, 1994)"
http://www.ozmovies.com.au/movie/skin-deep,Q15039532," (Chris Langman, 1983)"
http://www.ozmovies.com.au/movie/sky-pirates,Q1157757,"Sky Pirates (Colin Eggleston, 1986)"
http://www.ozmovies.com.au/movie/slate-wyn--me,Q7538810,"Slate, Wyn & Me (Don McLennan, 1987)"
http://www.ozmovies.com.au/movie/slim-dusty-movie,Q7764834,"The Slim Dusty Movie (Rob Stewart, 1984)"
http://www.ozmovies.com.au/movie/smiley,Q7544693,"Smiley (Anthony Kimmins, 1956)"
http://www.ozmovies.com.au/movie/smiley-gets-a-gun,Q7544703,"Smiley Gets a Gun (Anthony Kimmins, 1958)"
http://www.ozmovies.com.au/movie/smithy,Q12127551,"Smithy (Ken G. Hall, 1946)"
http://www.ozmovies.com.au/movie/smoke-em-if-you-got-em,Q98152534,Smoke 'Em If You Got 'Em (1988)
http://www.ozmovies.com.au/movie/smokes--lollies,Q123287916,"Smokes & Lollies (Gillian Armstrong, 1976)"
http://www.ozmovies.com.au/movie/snapshot,Q7547366,"Snapshot (Simon Wincer, 1979)"
http://www.ozmovies.com.au/movie/sniper,Q962592,"Sniper (Luis Llosa, 1993)"
http://www.ozmovies.com.au/movie/snow-the-movie,Q7548148,"Snow: The Movie (Robert Gibson, 1982)"
http://www.ozmovies.com.au/movie/soft-fruit,Q7553895,"Soft Fruit (Christina Andreef, 1999)"
http://www.ozmovies.com.au/movie/solarmax,,
http://www.ozmovies.com.au/movie/solo,,
http://www.ozmovies.com.au/movie/somewhere-in-the-darkness,Q127600304,Somewhere In The Darkness (1999)
http://www.ozmovies.com.au/movie/son-is-born,Q4659657,"A Son Is Born (Eric Porter, 1946)"
http://www.ozmovies.com.au/movie/sons-of-matthew,Q7562326,"Sons of Matthew (Charles Chauvel, 1949)"
http://www.ozmovies.com.au/movie/sound-of-love,Q15039535,"The Sound of Love (John Power, 1977)"
http://www.ozmovies.com.au/movie/sound-of-one-hand-clapping,Q7765441,"The Sound of One Hand Clapping (Richard Flanagan, 1996)"
http://www.ozmovies.com.au/movie/spider--rose,Q7577049,"Spider and Rose (Bill Bennett, 1994)"
http://www.ozmovies.com.au/movie/spirits-of-the-air--gremlins-of-the-clouds,Q7578083,"Spirits of the Air, Gremlins of the Clouds (Alex Proyas, 1989)"
http://www.ozmovies.com.au/movie/splendid-fellows,Q7578451,"Splendid Fellows (Beaumont Smith/Kenneth Brampton/Raymond Longford, 1934)"
http://www.ozmovies.com.au/movie/spotswood,Q4431081,"Spotswood (Mark Joffe, 1992)"
http://www.ozmovies.com.au/movie/spur-of-the-moment,Q7581550,"Spur of the Moment (A.R. Harwood, 1931)"
http://www.ozmovies.com.au/movie/squatters-daughter,Q7766105,"The Squatter's Daughter (Ken G. Hall, 1933)"
http://www.ozmovies.com.au/movie/squeakers-mate,,
http://www.ozmovies.com.au/movie/squeeze-a-flower,Q7582212,"Squeeze a Flower (Marc Daniels, 1970)"
